,veiculo_id,hr_ini,ping_dt,latitude_final_nr,longitude_final_nr
1483072,20526,13,2023-03-15,-23.665575,-46.531647
1483080,20510,13,2023-03-15,-23.637728,-46.654133
1483081,20463,13,2023-03-15,-23.602222,-46.786823
1483097,20009,13,2023-03-15,-23.6824,-46.74781
1483112,20696,13,2023-03-15,-23.609222,-46.668423
1483127,20804,13,2023-03-15,-23.565426,-46.74749
1483141,20001,13,2023-03-15,-23.447428,-46.724594
1483150,20282,13,2023-03-15,-23.602718,-46.718613
1483177,19982,13,2023-03-15,-23.539696,-46.711964
1483202,20535,13,2023-03-15,-23.748058,-46.679245
1483205,19957,13,2023-03-15,-23.48099,-46.65017
1483209,19973,13,2023-03-15,-23.736124,-46.688988
1483486,20015,13,2023-03-15,-23.543552,-46.867928
1483519,40068,13,2023-03-14,-23.57078,-46.704754
1483522,39844,13,2023-03-14,-23.779297,-46.675407
1484987,39978,13,2023-03-15,-23.719885,-46.701607
1484988,40078,13,2023-03-15,-23.570353,-46.704407
1484992,39844,13,2023-03-15,-23.779835,-46.67543
1485877,39881,13,2023-03-15,-23.645805,-46.670414
1487409,20799,13,2023-03-14,-23.566917,-46.678253
1487426,21000,13,2023-03-14,-23.470528,-46.701756
1487919,21011,13,2023-03-14,-23.509365,-46.724903
1487920,21012,13,2023-03-14,-23.579947,-46.724438
1488162,21016,13,2023-03-14,-23.618624,-46.717415
1488165,21017,13,2023-03-14,-23.577595,-46.705353
1488189,21030,13,2023-03-14,-23.624783,-46.70244
1488717,21029,13,2023-03-14,-23.531096,-46.93851
1489061,20804,13,2023-03-14,-23.56542,-46.747475
1489064,21004,13,2023-03-14,-23.448408,-46.689777
1499357,20023,13,2023-03-14,-23.649519,-46.67777
1499362,19960,13,2023-03-14,-23.554281,-46.694473
1499366,19987,13,2023-03-14,-23.631912,-46.5574
1499398,19979,13,2023-03-14,-23.539806,-46.660324
1499418,20015,13,2023-03-14,-23.519135,-46.86814
1499424,20000,13,2023-03-14,-23.56948,-46.65039
1499434,19978,13,2023-03-14,-23.536695,-46.75887
1499589,19963,13,2023-03-14,-23.66496,-46.658382
1499752,20473,13,2023-03-14,-23.671223,-46.664783
1499753,20497,13,2023-03-14,-23.687935,-46.895992
1499805,20470,13,2023-03-14,-23.573824,-46.712044
1499812,20450,13,2023-03-14,-23.564955,-46.654964
1499848,19888,13,2023-03-14,-23.552217,-46.91615
1499855,20696,13,2023-03-14,-23.60068,-46.66479
1499958,19912,13,2023-03-14,-23.565783,-46.551636
1499979,19920,13,2023-03-14,-23.592373,-46.66785
1500008,20535,13,2023-03-14,-23.59013,-46.671646
1500267,19958,13,2023-03-14,-23.558395,-46.691105
1500303,20019,13,2023-03-14,-23.672453,-46.73846
1500403,20007,13,2023-03-14,-23.60337,-46.681503
1500471,19986,13,2023-03-14,-23.542772,-46.64627
1500518,20519,13,2023-03-14,-23.570023,-46.706734
1500522,20529,13,2023-03-14,-23.496872,-46.811047
1500543,20526,13,2023-03-14,-23.665716,-46.53161
1500548,20700,13,2023-03-14,-23.699913,-46.793648
1500550,20466,13,2023-03-14,-23.517849,-46.549194
1500552,20509,13,2023-03-14,-23.756577,-46.707733
1500591,19911,13,2023-03-14,-23.59034,-46.76707
1500611,20736,13,2023-03-14,-23.577202,-46.744587
1500620,20355,13,2023-03-14,-23.532524,-46.980232
1500621,20706,13,2023-03-14,-23.557169,-46.62479
1500622,19948,13,2023-03-14,-23.542192,-46.87919
1500667,19871,13,2023-03-14,-23.574656,-46.732197
1500700,19869,13,2023-03-14,-23.693834,-46.58208
1500711,19968,13,2023-03-14,-23.608747,-46.734577
1500797,19901,13,2023-03-14,-23.52646,-46.18849
1500878,19926,13,2023-03-14,-23.56372,-46.694775
1501025,19999,13,2023-03-14,-23.572578,-46.6628
1501127,20477,13,2023-03-14,-23.56807,-46.7031
1501233,19955,13,2023-03-14,-23.569958,-46.70665
1501300,20518,13,2023-03-14,-23.628878,-46.67303
1501558,19943,13,2023-03-14,-23.498346,-46.513233
1501588,19883,13,2023-03-14,-23.629812,-46.46485
1501623,19936,13,2023-03-14,-23.580097,-46.624275
1501929,19984,13,2023-03-13,-23.397232,-46.324387
1501933,19960,13,2023-03-13,-23.577456,-46.670662
1502005,20014,13,2023-03-13,-23.650635,-46.756474
1502308,20017,13,2023-03-13,-23.763966,-46.68782
1502355,20012,13,2023-03-13,-23.469507,-46.707718
1502446,20465,13,2023-03-13,-23.586615,-46.570374
1502555,20994,13,2023-03-13,-23.433002,-46.561455
1502586,20706,13,2023-03-13,-23.548145,-46.643566
1502587,20801,13,2023-03-13,-23.570454,-46.704414
1502590,19952,13,2023-03-13,-23.762394,-46.697567
1502657,20813,13,2023-03-13,-23.683443,-46.799534
1502718,21008,13,2023-03-13,-23.549158,-46.568825
1502721,19920,13,2023-03-13,-23.5776,-46.67824
1502973,19918,13,2023-03-13,-23.655666,-46.80254
1503557,21016,13,2023-03-13,-23.690638,-46.794147
1503593,19936,13,2023-03-13,-23.560633,-46.58925
1503938,20007,13,2023-03-13,-23.603455,-46.68167
1504073,20529,13,2023-03-13,-23.496834,-46.81106
1504079,20452,13,2023-03-13,-23.497932,-46.63251
1504104,20526,13,2023-03-13,-23.665663,-46.53173
1504114,20482,13,2023-03-13,-23.565966,-46.590347
1504119,20470,13,2023-03-13,-23.575645,-46.717255
1504164,20805,13,2023-03-13,-23.672651,-46.763954
1504183,20736,13,2023-03-13,-23.570234,-46.705803
1504261,19878,13,2023-03-13,-23.520416,-46.666107
1504490,19932,13,2023-03-13,-23.595528,-46.726536
1504563,20519,13,2023-03-13,-23.570086,-46.706722
1504564,20696,13,2023-03-13,-23.741982,-46.77899
1504566,20724,13,2023-03-13,-23.650854,-46.748497
1507465,39978,13,2023-03-17,-23.65661,-46.763107
1507466,40032,13,2023-03-17,-23.741945,-46.778614
1507468,40035,13,2023-03-17,-23.579649,-46.669094
1507469,40037,13,2023-03-17,-23.537945,-46.660053
1507472,40034,13,2023-03-17,-23.522385,-46.70614
1507473,39998,13,2023-03-17,-23.825691,-46.738464
1507474,39797,13,2023-03-17,-23.555742,-46.65175
1508473,39881,13,2023-03-17,-23.599077,-46.834656
1508723,40036,13,2023-03-17,-23.435455,-46.506207
1509061,40059,13,2023-03-17,-23.623665,-46.786606
1512814,29529,13,2023-03-17,-23.480303,-46.6583
1519228,29526,13,2023-03-16,-23.695745,-46.77961
1520358,29529,13,2023-03-16,-23.570862,-46.704666
1520677,19979,13,2023-03-17,-23.558214,-46.64268
1520694,20014,13,2023-03-17,-23.644876,-46.74949
1520718,20016,13,2023-03-17,-23.629038,-46.673904
1520721,19981,13,2023-03-17,-23.649582,-46.808414
1520741,20019,13,2023-03-17,-23.672483,-46.738583
1520911,19993,13,2023-03-17,-23.555164,-46.68533
1520914,19980,13,2023-03-17,-23.427238,-46.51245
1521068,20017,13,2023-03-17,-23.764032,-46.687866
1521174,20529,13,2023-03-17,-23.49965,-46.80944
1521177,19985,13,2023-03-17,-23.570251,-46.744823
1521231,20475,13,2023-03-17,-23.765867,-46.67658
1521236,20799,13,2023-03-17,-23.544678,-46.65275
1521241,20700,13,2023-03-17,-23.497252,-46.665546
1521243,20704,13,2023-03-17,-23.611488,-46.63307
1521250,20468,13,2023-03-17,-23.619843,-46.70428
1521294,20009,13,2023-03-17,-23.670668,-46.748787
1521319,19880,13,2023-03-17,-23.597567,-46.665257
1521327,19888,13,2023-03-17,-23.540712,-46.67077
1521335,20920,13,2023-03-17,-23.556082,-46.65273
1521346,19954,13,2023-03-17,-23.56768,-46.68349
1521386,20814,13,2023-03-17,-23.570732,-46.70426
1521387,20515,13,2023-03-17,-23.524868,-46.714394
1521416,20512,13,2023-03-17,-23.60892,-46.91228
1521417,19900,13,2023-03-17,-23.527506,-46.547287
1521512,20521,13,2023-03-17,-23.554996,-46.677795
1521516,20507,13,2023-03-17,-23.643463,-46.743057
1521549,20535,13,2023-03-17,-23.552315,-46.69961
1521652,19901,13,2023-03-17,-23.502293,-46.155914
1521839,19918,13,2023-03-17,-23.655687,-46.802555
1522407,19874,13,2023-03-17,-23.390207,-46.42752
1522458,21016,13,2023-03-17,-23.691032,-46.794083
1522490,19934,13,2023-03-17,-23.556402,-46.66873
1522578,19903,13,2023-03-17,-23.63927,-46.810978
1522694,19960,13,2023-03-17,-23.40697,-46.75685
1522956,20519,13,2023-03-17,-23.570105,-46.706715
1522969,20452,13,2023-03-17,-23.49794,-46.63246
1522986,20465,13,2023-03-17,-23.585365,-46.57041
1522999,20470,13,2023-03-17,-23.576372,-46.741123
1523007,19866,13,2023-03-17,-23.501724,-46.64508
1523009,20499,13,2023-03-17,-23.491125,-46.606144
1523303,19955,13,2023-03-17,-23.570185,-46.705524
1523423,20001,13,2023-03-17,-23.447319,-46.72463
1523434,19984,13,2023-03-17,-23.384209,-46.324345
1523469,19952,13,2023-03-17,-23.766838,-46.69179
1523480,20007,13,2023-03-17,-23.603401,-46.681667
1523494,40069,13,2023-03-16,-23.569412,-46.704216
1523497,40078,13,2023-03-16,-23.56999,-46.69449
1523500,39968,13,2023-03-16,-23.583393,-46.806442
1523501,39564,13,2023-03-16,-23.352339,-46.74507
1523503,39797,13,2023-03-16,-23.534327,-46.66405
1523504,40036,13,2023-03-16,-23.437765,-46.506424
1524481,40068,13,2023-03-16,-23.490055,-46.56431
1524482,40059,13,2023-03-16,-23.623646,-46.786568
1524969,19962,13,2023-03-16,-23.654318,-46.655846
1524978,20000,13,2023-03-16,-23.337748,-46.733566
1524987,20016,13,2023-03-16,-23.621347,-46.673954
1525006,20019,13,2023-03-16,-23.672276,-46.738438
1525181,19980,13,2023-03-16,-23.540787,-46.630802
1525194,20008,13,2023-03-16,-23.517101,-46.69352
1525438,20473,13,2023-03-16,-23.635267,-46.557713
1525439,20492,13,2023-03-16,-23.61093,-46.944054
1525544,20698,13,2023-03-16,-23.615051,-46.875114
1525545,20466,13,2023-03-16,-23.592108,-46.630344
1525548,20474,13,2023-03-16,-23.47318,-46.542892
1525557,20461,13,2023-03-16,-23.640738,-46.786816
1525563,20450,13,2023-03-16,-23.565805,-46.647377
1525567,20459,13,2023-03-16,-23.18941,-46.885693
1525641,19911,13,2023-03-16,-23.590317,-46.767254
1525654,19888,13,2023-03-16,-23.575226,-46.669033
1525671,19954,13,2023-03-16,-23.674566,-46.79581
1525685,20994,13,2023-03-16,-23.657078,-46.80454
1525709,20800,13,2023-03-16,-23.4705,-46.75167
1525711,21004,13,2023-03-16,-23.447306,-46.683304
1525721,20706,13,2023-03-16,-23.55714,-46.624752
1525778,20512,13,2023-03-16,-23.610876,-46.908955
1525781,20733,13,2023-03-16,-23.556602,-46.64991
1525841,20702,13,2023-03-16,-23.684805,-46.746006
1525857,21006,13,2023-03-16,-23.50069,-46.690887
1525858,19920,13,2023-03-16,-23.618902,-46.615097
1526016,19926,13,2023-03-16,-23.619827,-46.69475
1526276,20518,13,2023-03-16,-23.583187,-46.669724
1526474,19874,13,2023-03-16,-23.555248,-46.78785
1526499,19921,13,2023-03-16,-23.593937,-46.65715
1526541,21017,13,2023-03-16,-23.628239,-46.705997
1526543,20457,13,2023-03-16,-23.546356,-46.649967
1526574,19936,13,2023-03-16,-23.523912,-46.52861
1526629,21030,13,2023-03-16,-23.6538,-46.703056
1526664,19884,13,2023-03-16,-23.693857,-46.579475
1526782,19998,13,2023-03-16,-23.554062,-46.64863
1526823,20015,13,2023-03-16,-23.543577,-46.868023
1526830,19974,13,2023-03-16,-23.571154,-46.70531
1526988,19986,13,2023-03-16,-23.54289,-46.646248
1527053,20529,13,2023-03-16,-23.499615,-46.809383
1527058,20452,13,2023-03-16,-23.497873,-46.632374
1527084,20526,13,2023-03-16,-23.665588,-46.531635
1527093,20510,13,2023-03-16,-23.637577,-46.654152
1527155,21002,13,2023-03-16,-23.74522,-46.805145
1527169,20736,13,2023-03-16,-23.57714,-46.744526
1527177,19948,13,2023-03-16,-23.542086,-46.879154
1527191,20001,13,2023-03-16,-23.447386,-46.724567
1527204,20282,13,2023-03-16,-23.602695,-46.718697
1527271,20321,13,2023-03-16,-23.568779,-46.698524
1527285,19901,13,2023-03-16,-23.51776,-46.1802
1527372,19955,13,2023-03-16,-23.609037,-46.724163
1527399,21014,13,2023-03-16,-23.50133,-46.774933
1527468,20025,13,2023-03-16,-23.569939,-46.70518
1527473,20920,13,2023-03-16,-23.550623,-46.635246
1527495,20487,13,2023-03-16,-23.60731,-46.744793
1527515,20507,13,2023-03-16,-23.649794,-46.743004
1527517,19903,13,2023-03-16,-23.689087,-46.617886
1530702,19998,14,2023-03-15,-23.57587,-46.633003
1530710,20006,14,2023-03-15,-23.569992,-46.705147
1530720,20023,14,2023-03-15,-23.4864,-46.626347
1530763,19979,14,2023-03-15,-23.567537,-46.741444
1530783,19991,14,2023-03-15,-23.559912,-46.67614
1530784,19962,14,2023-03-15,-23.580639,-46.65275
1530787,20014,14,2023-03-15,-23.670134,-46.73609
1530797,20000,14,2023-03-15,-23.557245,-46.649685
1530806,19978,14,2023-03-15,-23.53625,-46.764866
1530810,20016,14,2023-03-15,-23.521221,-46.69374
1530957,19993,14,2023-03-15,-23.568462,-46.68423
1530959,19963,14,2023-03-15,-23.652542,-46.663937
1530971,20008,14,2023-03-15,-23.443043,-46.751324
1531135,20519,14,2023-03-15,-23.570072,-46.706722
1531174,20475,14,2023-03-15,-23.675833,-46.69192
1531184,20710,14,2023-03-15,-23.641872,-46.786884
1531201,19931,14,2023-03-15,-23.570473,-46.64818
1531202,20459,14,2023-03-15,-23.189468,-46.88578
1531241,19996,14,2023-03-15,-23.623306,-46.695576
1531265,19880,14,2023-03-15,-23.61145,-46.68601
1531283,20920,14,2023-03-15,-23.55788,-46.642803
1531300,20809,14,2023-03-15,-23.57015,-46.701534
1531313,20736,14,2023-03-15,-23.570131,-46.70551
1531332,20355,14,2023-03-15,-23.549498,-46.96681
1531365,20512,14,2023-03-15,-23.605413,-46.909008
1531452,21008,14,2023-03-15,-23.671791,-46.746067
1531453,20521,14,2023-03-15,-23.568966,-46.68375
1531456,21012,14,2023-03-15,-23.586235,-46.694515
1531649,20498,14,2023-03-15,-23.488968,-46.726944
1531752,19918,14,2023-03-15,-23.655666,-46.802505
1531954,20518,14,2023-03-15,-23.633589,-46.669872
1532078,21014,14,2023-03-15,-23.5706,-46.706062
1532309,21016,14,2023-03-15,-23.645264,-46.69074
1532332,21015,14,2023-03-15,-23.570662,-46.711666
1532336,19934,14,2023-03-15,-23.651,-46.743774
1532345,19936,14,2023-03-15,-23.561277,-46.58932
1532380,20011,14,2023-03-15,-23.532198,-46.722153
1532573,19974,14,2023-03-15,-23.571093,-46.7053
1532785,20468,14,2023-03-15,-23.6596,-46.695286
1532830,20804,14,2023-03-15,-23.565428,-46.74747
1532850,20001,14,2023-03-15,-23.447412,-46.72458
1532860,20282,14,2023-03-15,-23.60562,-46.718796
1532906,19878,14,2023-03-15,-23.563475,-46.688858
1532920,21029,14,2023-03-15,-23.531025,-46.93846
1532925,19973,14,2023-03-15,-23.736132,-46.688965
1533124,19917,14,2023-03-15,-23.520235,-46.7493
1533173,21017,14,2023-03-15,-23.57021,-46.705597
1533186,20344,14,2023-03-15,-23.738148,-46.667786
1533197,19866,14,2023-03-15,-23.499584,-46.644207
1533214,20009,14,2023-03-15,-23.682337,-46.74782
1533224,40068,14,2023-03-14,-23.570423,-46.704365
1533228,40036,14,2023-03-14,-23.569996,-46.703705
1534325,40039,14,2023-03-14,-23.597944,-46.721127
1534654,40078,14,2023-03-15,-23.577503,-46.670444
1534658,39564,14,2023-03-15,-23.351202,-46.76107
1534659,40039,14,2023-03-15,-23.56569,-46.681637
1535792,40032,14,2023-03-15,-23.742165,-46.7787
1537102,20799,14,2023-03-14,-23.5851,-46.62981
1537622,20813,14,2023-03-14,-23.587797,-46.7399
1537646,21011,14,2023-03-14,-23.556225,-46.755833
1537647,21012,14,2023-03-14,-23.570454,-46.724033
1537826,21014,14,2023-03-14,-23.584862,-46.74027
1538314,20805,14,2023-03-14,-23.672678,-46.764008
1538315,21002,14,2023-03-14,-23.745214,-46.805225
1538924,20800,14,2023-03-14,-23.47649,-46.76029
1539035,21017,14,2023-03-14,-23.570166,-46.70533
1549061,19987,14,2023-03-14,-23.673637,-46.526634
1549095,19979,14,2023-03-14,-23.57182,-46.688366
1549133,19981,14,2023-03-14,-23.667917,-46.75627
1549135,19961,14,2023-03-14,-23.602865,-46.666557
1549275,19980,14,2023-03-14,-23.435019,-46.531563
1549484,20700,14,2023-03-14,-23.700958,-46.79197
1549489,20470,14,2023-03-14,-23.573849,-46.711876
1549494,20450,14,2023-03-14,-23.585932,-46.566048
1549570,20515,14,2023-03-14,-23.570395,-46.748535
1549623,19950,14,2023-03-14,-23.569843,-46.723335
1549669,19920,14,2023-03-14,-23.577482,-46.6309
1549908,19998,14,2023-03-14,-23.554234,-46.64883
1549946,19988,14,2023-03-14,-23.564238,-46.68629
1549956,20020,14,2023-03-14,-23.61351,-46.591312
1549957,19962,14,2023-03-14,-23.660105,-46.65922
1549965,19974,14,2023-03-14,-23.571157,-46.70542
1550129,19986,14,2023-03-14,-23.5428,-46.646313
1550189,20519,14,2023-03-14,-23.570059,-46.706722
1550198,19985,14,2023-03-14,-23.698479,-46.78053
1550223,20510,14,2023-03-14,-23.637577,-46.654106
1550224,20509,14,2023-03-14,-23.75658,-46.70772
1550225,20463,14,2023-03-14,-23.602156,-46.786804
1550335,20487,14,2023-03-14,-23.607327,-46.74477
1550375,20521,14,2023-03-14,-23.5609,-46.64053
1550378,20507,14,2023-03-14,-23.649855,-46.7431
1550551,19926,14,2023-03-14,-23.563646,-46.694653
1550564,20498,14,2023-03-14,-23.497286,-46.743343
1550859,19955,14,2023-03-14,-23.569958,-46.70665
1551235,19932,14,2023-03-14,-23.595497,-46.726597
1551245,19883,14,2023-03-14,-23.629812,-46.46485
1551248,19899,14,2023-03-14,-23.552193,-46.79851
1551269,20457,14,2023-03-14,-23.546223,-46.649464
1551319,20018,14,2023-03-14,-23.54329,-46.702984
1551593,19970,14,2023-03-13,-23.57024,-46.70559
1551667,19978,14,2023-03-13,-23.536736,-46.76156
1551671,20016,14,2023-03-13,-23.552929,-46.689377
1551673,19981,14,2023-03-13,-23.570967,-46.705177
1551691,20019,14,2023-03-13,-23.672455,-46.738564
1551842,19963,14,2023-03-13,-23.655928,-46.679443
1552023,20012,14,2023-03-13,-23.444225,-46.91998
1552056,20529,14,2023-03-13,-23.496988,-46.810886
1552112,20461,14,2023-03-13,-23.641624,-46.786797
1552118,19931,14,2023-03-13,-23.558817,-46.769207
1552120,19866,14,2023-03-13,-23.501732,-46.645172
1552174,19880,14,2023-03-13,-23.654419,-46.66676
1552240,20706,14,2023-03-13,-23.536757,-46.658623
1552241,20515,14,2023-03-13,-23.541506,-46.727646
1552268,20733,14,2023-03-13,-23.534924,-46.63148
1552297,20813,14,2023-03-13,-23.677212,-46.795906
1552308,20802,14,2023-03-13,-23.56897,-46.64831
1552319,19982,14,2023-03-13,-23.524458,-46.735443
1552335,20521,14,2023-03-13,-23.560825,-46.648373
1552337,19869,14,2023-03-13,-23.693924,-46.5822
1552338,21011,14,2023-03-13,-23.58906,-46.75588
1552339,21012,14,2023-03-13,-23.703133,-46.858112
1552340,20507,14,2023-03-13,-23.649864,-46.7431
1552373,20535,14,2023-03-13,-23.748037,-46.679264
1552522,20498,14,2023-03-13,-23.496565,-46.746426
1552685,20477,14,2023-03-13,-23.562902,-46.6643
1552766,19955,14,2023-03-13,-23.570112,-46.706787
1552938,21014,14,2023-03-13,-23.591686,-46.68453
1553096,19874,14,2023-03-13,-23.547062,-46.787468
1553104,19925,14,2023-03-13,-23.571077,-46.798878
1553171,19936,14,2023-03-13,-23.562372,-46.58634
1553193,20018,14,2023-03-13,-23.543278,-46.699387
1553258,19884,14,2023-03-13,-23.693909,-46.582176
1553358,19998,14,2023-03-13,-23.553856,-46.648636
1553359,19977,14,2023-03-13,-23.561127,-46.578827
1553398,19979,14,2023-03-13,-23.76904,-46.701748
1553404,19997,14,2023-03-13,-23.70052,-46.771923
1553410,20015,14,2023-03-13,-23.543596,-46.86805
1553519,20007,14,2023-03-13,-23.60344,-46.681683
1553660,20452,14,2023-03-13,-23.497793,-46.632507
1553678,20526,14,2023-03-13,-23.665596,-46.531742
1553686,20700,14,2023-03-13,-23.699911,-46.79362
1553695,20470,14,2023-03-13,-23.575531,-46.71714
1553747,19911,14,2023-03-13,-23.590393,-46.767178
1553758,20920,14,2023-03-13,-23.551325,-46.6104
1553763,20994,14,2023-03-13,-23.434164,-46.56159
1553813,20487,14,2023-03-13,-23.607306,-46.744865
1554147,20011,14,2023-03-13,-23.51549,-46.72237
1554186,19930,14,2023-03-13,-23.718466,-46.580067
1554205,21004,14,2023-03-13,-23.461311,-46.68529
1554206,20282,14,2023-03-13,-23.463524,-46.87825
1554237,20017,14,2023-03-13,-23.763985,-46.6879
1554241,20710,14,2023-03-13,-23.64051,-46.781845
1554242,20468,14,2023-03-13,-23.65962,-46.695305
1554245,20809,14,2023-03-13,-23.697617,-46.63755
1557010,39978,14,2023-03-17,-23.6663,-46.765774
1557012,40035,14,2023-03-17,-23.555977,-46.675106
1557014,40030,14,2023-03-17,-23.532326,-46.904984
1557015,40034,14,2023-03-17,-23.564594,-46.69559
1557017,39872,14,2023-03-17,-23.478369,-46.69769
1557018,39913,14,2023-03-17,-23.522694,-46.702694
1557019,39797,14,2023-03-17,-23.554977,-46.706936
1557020,40061,14,2023-03-17,-23.58181,-46.752464
1557993,40068,14,2023-03-17,-23.490025,-46.564438
1558223,40083,14,2023-03-17,-23.532455,-46.980324
1558226,40059,14,2023-03-17,-23.623667,-46.78662
1558524,40032,14,2023-03-17,-23.742443,-46.778423
1562859,29526,14,2023-03-17,-23.688091,-46.78006
1570075,19977,14,2023-03-17,-23.559689,-46.577663
1570095,19960,14,2023-03-17,-23.406008,-46.753372
1570099,19987,14,2023-03-17,-23.673546,-46.478905
1570135,19988,14,2023-03-17,-23.56432,-46.68644
1570150,19991,14,2023-03-17,-23.547674,-46.619846
1570152,19962,14,2023-03-17,-23.537754,-46.65272
1570165,20000,14,2023-03-17,-23.571133,-46.70429
1570174,19978,14,2023-03-17,-23.538774,-46.78648
1570180,20025,14,2023-03-17,-23.710032,-46.640533
1570389,19980,14,2023-03-17,-23.4405,-46.511257
1570401,20008,14,2023-03-17,-23.51802,-46.751568
1570581,20012,14,2023-03-17,-23.581436,-46.70168
1570619,20473,14,2023-03-17,-23.562372,-46.670624
1570620,20492,14,2023-03-17,-23.629492,-46.9071
1570690,20466,14,2023-03-17,-23.570692,-46.6808
1570692,20509,14,2023-03-17,-23.659027,-46.680016
1570695,20474,14,2023-03-17,-23.472887,-46.54146
1570703,20468,14,2023-03-17,-23.570932,-46.705025
1570706,20461,14,2023-03-17,-23.600716,-46.85888
1570759,19996,14,2023-03-17,-23.619162,-46.719296
1570795,20920,14,2023-03-17,-23.519604,-46.600555
1570805,19954,14,2023-03-17,-23.543974,-46.694714
1570810,20344,14,2023-03-17,-23.73813,-46.688217
1570834,21004,14,2023-03-17,-23.460121,-46.68624
1570844,20515,14,2023-03-17,-23.529352,-46.724586
1570913,19950,14,2023-03-17,-23.585258,-46.633892
1570914,19871,14,2023-03-17,-23.56126,-46.667664
1570918,20813,14,2023-03-17,-23.666006,-46.76385
1570947,19912,14,2023-03-17,-23.559734,-46.561195
1570953,19982,14,2023-03-17,-23.539753,-46.712395
1570977,19878,14,2023-03-17,-23.563507,-46.688904
1570981,19920,14,2023-03-17,-23.550056,-46.623596
1570982,20507,14,2023-03-17,-23.617208,-46.6722
1571015,19957,14,2023-03-17,-23.47843,-46.6373
1571025,20321,14,2023-03-17,-23.61901,-46.600567
1571104,19901,14,2023-03-17,-23.535831,-46.179787
1571173,19926,14,2023-03-17,-23.578543,-46.69414
1571296,19918,14,2023-03-17,-23.582664,-46.799137
1571318,19999,14,2023-03-17,-23.57045,-46.67207
1571909,19874,14,2023-03-17,-23.472466,-46.63186
1571940,19883,14,2023-03-17,-23.628147,-46.68936
1571944,19899,14,2023-03-17,-23.56693,-46.81426
1572086,19884,14,2023-03-17,-23.693895,-46.582203
1572096,19903,14,2023-03-17,-23.639265,-46.810978
1572221,19997,14,2023-03-17,-23.70041,-46.771976
1572437,20519,14,2023-03-17,-23.570108,-46.706673
1572445,20529,14,2023-03-17,-23.499292,-46.809155
1572523,19911,14,2023-03-17,-23.59042,-46.7672
1572554,20282,14,2023-03-17,-23.602621,-46.71872
1572787,21014,14,2023-03-17,-23.501238,-46.774895
1572834,19921,14,2023-03-17,-23.601215,-46.57557
1572866,19873,14,2023-03-17,-23.596977,-46.486336
1572899,20510,14,2023-03-17,-23.637573,-46.654102
1572917,20475,14,2023-03-17,-23.765787,-46.67658
1572941,40069,14,2023-03-16,-23.56939,-46.704178
1572942,40078,14,2023-03-16,-23.570415,-46.704998
1572944,39564,14,2023-03-16,-23.316746,-46.740913
1572945,39844,14,2023-03-16,-23.779232,-46.675423
1572946,40061,14,2023-03-16,-23.581842,-46.752403
1573676,39978,14,2023-03-16,-23.666409,-46.76611
1574023,39968,14,2023-03-16,-23.583363,-46.806255
1574318,19979,14,2023-03-16,-23.768452,-46.70324
1574323,19988,14,2023-03-16,-23.564419,-46.686916
1574339,20020,14,2023-03-16,-23.626617,-46.587135
1574346,20000,14,2023-03-16,-23.564152,-46.72976
1574355,19978,14,2023-03-16,-23.526962,-46.74705
1574361,19981,14,2023-03-16,-23.64643,-46.80689
1574547,19993,14,2023-03-16,-23.574377,-46.7293
1574787,20473,14,2023-03-16,-23.510538,-46.600994
1574823,20452,14,2023-03-16,-23.497877,-46.632427
1574874,20799,14,2023-03-16,-23.516462,-46.658276
1574892,20468,14,2023-03-16,-23.66027,-46.706413
1574905,20454,14,2023-03-16,-23.5704,-46.767067
1574915,20499,14,2023-03-16,-23.491123,-46.60617
1575036,20809,14,2023-03-16,-23.697622,-46.637547
1575068,20801,14,2023-03-16,-23.592089,-46.708958
1575069,20515,14,2023-03-16,-23.532412,-46.727737
1575149,20802,14,2023-03-16,-23.570946,-46.70523
1575184,19920,14,2023-03-16,-23.549082,-46.655315
1575185,20462,14,2023-03-16,-23.588327,-46.684734
1575223,20508,14,2023-03-16,-23.457119,-46.625862
1575224,19945,14,2023-03-16,-23.48086,-46.610107
1575286,19901,14,2023-03-16,-23.51776,-46.1802
1575354,20498,14,2023-03-16,-23.512936,-46.747295
1575431,19918,14,2023-03-16,-23.569355,-46.7726
1575440,19999,14,2023-03-16,-23.672922,-46.671825
1575856,19925,14,2023-03-16,-23.572725,-46.79878
1575868,19932,14,2023-03-16,-23.59543,-46.72657
1575878,19883,14,2023-03-16,-23.589123,-46.67067
1576102,19930,14,2023-03-16,-23.71847,-46.58005
1576107,19998,14,2023-03-16,-23.554047,-46.648697
1576120,19987,14,2023-03-16,-23.673653,-46.478897
1576151,19997,14,2023-03-16,-23.70049,-46.772026
1576424,20482,14,2023-03-16,-23.565952,-46.59049
1576426,20463,14,2023-03-16,-23.674994,-46.649815
1576435,19931,14,2023-03-16,-23.592854,-46.769547
1576540,19871,14,2023-03-16,-23.574642,-46.732185
1576578,21029,14,2023-03-16,-23.531057,-46.93844
1576585,19973,14,2023-03-16,-23.73609,-46.688965
1576811,19968,14,2023-03-16,-23.561453,-46.66339
1576843,19970,14,2023-03-16,-23.570208,-46.70566
1576857,20487,14,2023-03-16,-23.607334,-46.744774
1576860,20521,14,2023-03-16,-23.56085,-46.640507
1576869,19952,14,2023-03-16,-23.770788,-46.699886
1580090,20006,15,2023-03-15,-23.570004,-46.70515
1580099,20023,15,2023-03-15,-23.604939,-46.677387
