,veiculo_id,hr_ini,ping_dt,latitude_final_nr,longitude_final_nr
102204,21016,2,2023-03-14,-23.690844,-46.79472
102221,21030,2,2023-03-14,-23.675253,-46.640003
103392,20994,2,2023-03-14,-23.434242,-46.56152
103524,20802,2,2023-03-14,-23.645096,-46.778973
104252,20799,2,2023-03-14,-23.574614,-46.73224
104458,20805,2,2023-03-14,-23.672735,-46.76397
114260,20492,2,2023-03-14,-23.603973,-46.92426
114501,19977,2,2023-03-14,-23.561256,-46.57876
114512,20006,2,2023-03-14,-23.406176,-46.47865
114523,20023,2,2023-03-14,-23.503601,-46.609425
114530,19960,2,2023-03-14,-23.42341,-46.71375
114601,19979,2,2023-03-14,-23.776922,-46.700626
114611,19988,2,2023-03-14,-23.652624,-46.819683
114635,19962,2,2023-03-14,-23.660097,-46.659206
114637,20014,2,2023-03-14,-23.743979,-46.800568
114656,19978,2,2023-03-14,-23.531736,-46.76485
114663,19981,2,2023-03-14,-23.638224,-46.460636
114665,20025,2,2023-03-14,-23.710295,-46.64061
114882,19963,2,2023-03-14,-23.655895,-46.66395
114885,19980,2,2023-03-14,-23.439392,-46.516785
115099,20012,2,2023-03-14,-23.469166,-46.900402
115140,20497,2,2023-03-14,-23.693163,-46.91329
115143,20519,2,2023-03-14,-23.428802,-46.556004
115158,20529,2,2023-03-14,-23.497034,-46.809807
115167,19985,2,2023-03-14,-23.6985,-46.78035
115218,20475,2,2023-03-14,-23.76,-46.684776
115228,20509,2,2023-03-14,-23.659506,-46.700115
115230,20704,2,2023-03-14,-23.669123,-46.513973
115231,20463,2,2023-03-14,-23.675076,-46.649796
115237,20470,2,2023-03-14,-23.575516,-46.71708
115243,20450,2,2023-03-14,-23.65574,-46.78143
115246,20454,2,2023-03-14,-23.614323,-46.747658
115247,19866,2,2023-03-14,-23.501652,-46.645035
115286,19996,2,2023-03-14,-23.614992,-46.70174
115325,19911,2,2023-03-14,-23.59049,-46.767117
115390,20736,2,2023-03-14,-23.577068,-46.74445
115408,20355,2,2023-03-14,-23.532629,-46.98038
115411,20724,2,2023-03-14,-23.650917,-46.748444
115412,20515,2,2023-03-14,-23.572187,-46.803555
115461,20282,2,2023-03-14,-23.537912,-46.81127
115495,20487,2,2023-03-14,-23.722528,-46.79745
115505,19950,2,2023-03-14,-23.516958,-46.42843
115537,19982,2,2023-03-14,-23.524437,-46.73531
115579,20507,2,2023-03-14,-23.671953,-46.79725
115619,20535,2,2023-03-14,-23.74803,-46.67907
115621,19957,2,2023-03-14,-23.480976,-46.650208
115629,19973,2,2023-03-14,-23.736166,-46.689045
115633,20321,2,2023-03-14,-23.723433,-46.522984
115788,19926,2,2023-03-14,-23.64965,-46.653126
115982,20477,2,2023-03-14,-23.502775,-46.451374
116429,19921,2,2023-03-14,-23.600971,-46.577198
116576,19873,2,2023-03-14,-23.597006,-46.486507
116716,19888,2,2023-03-13,-23.6579,-46.784702
116726,20801,2,2023-03-13,-23.504314,-46.66605
116750,19973,2,2023-03-13,-23.690582,-46.700222
116884,19999,2,2023-03-13,-23.532957,-46.424103
117068,21014,2,2023-03-13,-23.501505,-46.77522
117178,19921,2,2023-03-13,-23.600927,-46.57763
117194,21016,2,2023-03-13,-23.690542,-46.793873
117199,20457,2,2023-03-13,-23.546167,-46.649063
117257,19884,2,2023-03-13,-23.684212,-46.501873
117515,20023,2,2023-03-13,-23.503233,-46.609787
117573,19958,2,2023-03-13,-23.599709,-46.612953
117583,19988,2,2023-03-13,-23.652645,-46.81967
117600,19997,2,2023-03-13,-23.700443,-46.771915
117615,20015,2,2023-03-13,-23.54348,-46.8677
117639,20016,2,2023-03-13,-23.629452,-46.674973
117853,19993,2,2023-03-13,-23.574469,-46.733562
117855,19963,2,2023-03-13,-23.656017,-46.663883
117873,20008,2,2023-03-13,-23.44313,-46.751785
118159,20473,2,2023-03-13,-23.671236,-46.6382
118164,20519,2,2023-03-13,-23.428762,-46.556007
118242,20475,2,2023-03-13,-23.760063,-46.684784
118257,20710,2,2023-03-13,-23.641598,-46.786858
118265,20482,2,2023-03-13,-23.656914,-46.636982
118273,20468,2,2023-03-13,-23.659683,-46.69523
118278,20461,2,2023-03-13,-23.62084,-46.728672
118396,20805,2,2023-03-13,-23.67273,-46.763977
118450,20804,2,2023-03-13,-23.565475,-46.74749
118468,19948,2,2023-03-13,-23.542112,-46.879196
118473,19952,2,2023-03-13,-23.77078,-46.699905
118532,20733,2,2023-03-13,-23.619104,-46.75845
118561,20487,2,2023-03-13,-23.722715,-46.798355
118571,20813,2,2023-03-13,-23.68041,-46.79373
118608,19912,2,2023-03-13,-23.557222,-46.506283
118619,20702,2,2023-03-13,-23.684908,-46.746075
118649,21011,2,2023-03-13,-23.569313,-46.765865
118651,20462,2,2023-03-13,-23.626043,-46.807102
118696,19957,2,2023-03-13,-23.480976,-46.650246
118708,19945,2,2023-03-13,-23.452667,-46.57958
119160,19932,2,2023-03-13,-23.595528,-46.726536
119190,21015,2,2023-03-13,-23.676289,-46.786636
119239,19873,2,2023-03-13,-23.596558,-46.48636
119263,20001,2,2023-03-13,-23.447407,-46.72461
119276,20492,2,2023-03-13,-23.54869,-46.847263
122898,40032,2,2023-03-17,-23.742222,-46.778584
122900,40034,2,2023-03-17,-23.484085,-46.680912
122901,39968,2,2023-03-17,-23.570913,-46.705284
122902,39913,2,2023-03-17,-23.574104,-46.752872
122903,40036,2,2023-03-17,-23.434774,-46.50712
123437,39816,2,2023-03-17,-23.697704,-46.779438
128567,29526,2,2023-03-17,-23.691084,-46.76168
134652,20526,2,2023-03-17,-23.658472,-46.556976
134671,20801,2,2023-03-17,-23.578959,-46.674725
134673,19952,2,2023-03-17,-23.770739,-46.69983
134780,20498,2,2023-03-17,-23.558275,-46.776
134849,19999,2,2023-03-17,-23.531836,-46.422127
135213,21015,2,2023-03-17,-23.676323,-46.7868
135241,20018,2,2023-03-17,-23.54329,-46.69945
135273,19884,2,2023-03-17,-23.68385,-46.501953
135278,19903,2,2023-03-17,-23.690681,-46.57422
135481,19930,2,2023-03-17,-23.717592,-46.580086
135494,19977,2,2023-03-17,-23.561262,-46.578766
135517,19960,2,2023-03-17,-23.534967,-46.814358
135523,19987,2,2023-03-17,-23.67359,-46.47875
135613,20020,2,2023-03-17,-23.613577,-46.591354
135615,19962,2,2023-03-17,-23.66015,-46.659225
135623,20015,2,2023-03-17,-23.543537,-46.86791
135651,19981,2,2023-03-17,-23.750366,-46.78677
135875,20007,2,2023-03-17,-23.60354,-46.681793
135880,19980,2,2023-03-17,-23.439484,-46.516735
135901,20008,2,2023-03-17,-23.443205,-46.75192
136148,20012,2,2023-03-17,-23.625015,-46.768593
136202,20519,2,2023-03-17,-23.428743,-46.556004
136302,20799,2,2023-03-17,-23.574629,-46.732277
136310,20710,2,2023-03-17,-23.641712,-46.786915
136314,20510,2,2023-03-17,-23.670094,-46.7462
136317,20509,2,2023-03-17,-23.659546,-46.700146
136336,20461,2,2023-03-17,-23.62098,-46.728634
136351,20499,2,2023-03-17,-23.49063,-46.563755
136440,19888,2,2023-03-17,-23.65796,-46.784702
136502,20736,2,2023-03-17,-23.57713,-46.74454
136516,20706,2,2023-03-17,-23.557312,-46.624767
136565,19900,2,2023-03-17,-23.66963,-46.636505
136612,19950,2,2023-03-17,-23.516975,-46.428493
136626,20802,2,2023-03-17,-23.62708,-46.754223
136684,19878,2,2023-03-17,-23.480291,-46.620968
136687,21008,2,2023-03-17,-23.678253,-46.773308
136691,21011,2,2023-03-17,-23.569298,-46.765778
136692,21012,2,2023-03-17,-23.69991,-46.85809
136696,20507,2,2023-03-17,-23.649841,-46.74313
136737,20535,2,2023-03-17,-23.748026,-46.6793
136752,19973,2,2023-03-17,-23.736086,-46.689014
137281,19883,2,2023-03-17,-23.630302,-46.464737
137296,21017,2,2023-03-17,-23.63634,-46.78264
137397,20702,2,2023-03-17,-23.68482,-46.74614
137535,40032,2,2023-03-16,-23.742222,-46.778477
138179,40037,2,2023-03-16,-23.562029,-46.676296
138180,39844,2,2023-03-16,-23.779291,-46.67539
138678,19954,2,2023-03-16,-23.675552,-46.795536
138680,20344,2,2023-03-16,-23.754635,-46.65889
138689,20814,2,2023-03-16,-23.697674,-46.779526
138936,21014,2,2023-03-16,-23.604282,-46.480713
138999,19917,2,2023-03-16,-23.519876,-46.7493
139028,20457,2,2023-03-16,-23.546179,-46.6491
139091,19903,2,2023-03-16,-23.690678,-46.57409
139294,19998,2,2023-03-16,-23.554071,-46.6486
139295,19977,2,2023-03-16,-23.561209,-46.578842
139308,20006,2,2023-03-16,-23.406134,-46.478577
139318,19984,2,2023-03-16,-23.384502,-46.32437
139320,20023,2,2023-03-16,-23.502888,-46.609043
139328,19960,2,2023-03-16,-23.484629,-46.73438
139414,19991,2,2023-03-16,-23.729202,-46.786865
139416,19962,2,2023-03-16,-23.660141,-46.65922
139675,20007,2,2023-03-16,-23.603481,-46.68165
139679,19980,2,2023-03-16,-23.439486,-46.516865
139694,20008,2,2023-03-16,-23.443254,-46.751965
139906,19986,2,2023-03-16,-23.460308,-46.685974
140020,20473,2,2023-03-16,-23.671412,-46.63783
140163,20710,2,2023-03-16,-23.641657,-46.786827
140168,20466,2,2023-03-16,-23.517925,-46.549217
140172,20509,2,2023-03-16,-23.659512,-46.700104
140184,20470,2,2023-03-16,-23.57598,-46.74132
140199,20450,2,2023-03-16,-23.65576,-46.781433
140202,19931,2,2023-03-16,-23.592876,-46.769558
140203,19866,2,2023-03-16,-23.501472,-46.645153
140212,21000,2,2023-03-16,-23.46868,-46.70333
140350,20805,2,2023-03-16,-23.666397,-46.76978
140356,20696,2,2023-03-16,-23.738157,-46.77524
140361,21002,2,2023-03-16,-23.745153,-46.805138
140362,20920,2,2023-03-16,-23.557888,-46.64276
140443,20515,2,2023-03-16,-23.572203,-46.80355
140513,20282,2,2023-03-16,-23.463482,-46.878216
140590,19982,2,2023-03-16,-23.524387,-46.735283
140622,19878,2,2023-03-16,-23.480259,-46.62096
140623,20521,2,2023-03-16,-23.560938,-46.640533
140627,21011,2,2023-03-16,-23.569284,-46.76572
140632,19920,2,2023-03-16,-23.589842,-46.39725
140633,20507,2,2023-03-16,-23.649826,-46.743004
140634,20462,2,2023-03-16,-23.626047,-46.8071
140673,21029,2,2023-03-16,-23.590721,-46.90566
140688,19973,2,2023-03-16,-23.73612,-46.688942
140899,19955,2,2023-03-16,-23.608992,-46.724113
140928,20518,2,2023-03-16,-23.63369,-46.669807
141047,19883,2,2023-03-16,-23.63035,-46.46477
141075,19934,2,2023-03-16,-23.553783,-46.628277
141082,19936,2,2023-03-16,-23.561302,-46.589348
141127,19873,2,2023-03-16,-23.597054,-46.486237
141163,19884,2,2023-03-16,-23.683968,-46.50197
144560,19925,3,2023-03-15,-23.572765,-46.79868
144575,21016,3,2023-03-15,-23.691563,-46.79409
144578,20457,3,2023-03-15,-23.546152,-46.64881
144648,19884,3,2023-03-15,-23.683907,-46.50186
144657,19873,3,2023-03-15,-23.59694,-46.48627
144860,19998,3,2023-03-15,-23.55416,-46.648647
144870,20006,3,2023-03-15,-23.406094,-46.478592
144955,19997,3,2023-03-15,-23.700384,-46.771984
144964,19991,3,2023-03-15,-23.74054,-46.796688
144966,20020,3,2023-03-15,-23.613712,-46.59117
144968,19962,3,2023-03-15,-23.660099,-46.65921
144986,20000,3,2023-03-15,-23.485685,-46.413067
144997,19974,3,2023-03-15,-23.62311,-46.61043
145006,19961,3,2023-03-15,-23.645441,-46.65989
145007,20025,3,2023-03-15,-23.71025,-46.640636
145037,20019,3,2023-03-15,-23.672451,-46.738438
145244,19993,3,2023-03-15,-23.574478,-46.73358
145247,19963,3,2023-03-15,-23.655933,-46.663868
145250,19980,3,2023-03-15,-23.439465,-46.51668
145400,19986,3,2023-03-15,-23.460125,-46.68569
145461,20012,3,2023-03-15,-23.581429,-46.701683
145500,20492,3,2023-03-15,-23.612032,-46.94403
145505,20519,3,2023-03-15,-23.428715,-46.555977
145522,19985,3,2023-03-15,-23.698498,-46.780396
145571,20526,3,2023-03-15,-23.658432,-46.557224
145586,20700,3,2023-03-15,-23.683321,-46.757645
145598,20468,3,2023-03-15,-23.659645,-46.695316
145601,20461,3,2023-03-15,-23.62091,-46.72865
145613,20450,3,2023-03-15,-23.655735,-46.78148
145617,20459,3,2023-03-15,-23.170359,-46.864815
145625,21000,3,2023-03-15,-23.468723,-46.70349
145721,19888,3,2023-03-15,-23.657948,-46.784576
145733,20696,3,2023-03-15,-23.742052,-46.778973
145736,20920,3,2023-03-15,-23.55787,-46.642696
145781,20804,3,2023-03-15,-23.565487,-46.74746
145789,21004,3,2023-03-15,-23.461344,-46.68517
145801,20724,3,2023-03-15,-23.650888,-46.748432
145844,20512,3,2023-03-15,-23.605478,-46.909344
145879,20807,3,2023-03-15,-23.73371,-46.77537
145947,19878,3,2023-03-15,-23.48031,-46.62095
145949,20521,3,2023-03-15,-23.560936,-46.640503
145952,21011,3,2023-03-15,-23.569323,-46.76572
145955,21012,3,2023-03-15,-23.699924,-46.85806
145957,20462,3,2023-03-15,-23.626028,-46.807117
145977,19968,3,2023-03-15,-23.608747,-46.734577
146003,20321,3,2023-03-15,-23.723541,-46.522854
146004,19945,3,2023-03-15,-23.45159,-46.57931
146269,19955,3,2023-03-15,-23.609081,-46.724228
146298,20518,3,2023-03-15,-23.633577,-46.669823
146361,21014,3,2023-03-15,-23.501297,-46.775005
146475,19932,3,2023-03-15,-23.595514,-46.726536
146482,19883,3,2023-03-15,-23.630447,-46.46463
146537,19903,3,2023-03-15,-23.690645,-46.574097
146551,20355,3,2023-03-15,-23.570164,-46.70548
146567,20001,3,2023-03-15,-23.44739,-46.724655
146574,20733,3,2023-03-15,-23.619053,-46.75836
146583,20017,3,2023-03-15,-23.764017,-46.687817
148980,39564,3,2023-03-15,-23.35116,-46.761055
149480,39978,3,2023-03-15,-23.570179,-46.70545
150586,20799,3,2023-03-14,-23.574617,-46.73224
152153,20813,3,2023-03-14,-23.680372,-46.793514
152354,21014,3,2023-03-14,-23.501333,-46.77496
152374,21017,3,2023-03-14,-23.639757,-46.77787
161888,19980,3,2023-03-14,-23.439392,-46.51674
162145,19930,3,2023-03-14,-23.71839,-46.580032
162155,19998,3,2023-03-14,-23.554096,-46.64859
162175,19984,3,2023-03-14,-23.384697,-46.324375
162239,19958,3,2023-03-14,-23.602013,-46.67634
162247,19979,3,2023-03-14,-23.7769,-46.70039
162274,19962,3,2023-03-14,-23.660088,-46.659203
162278,20014,3,2023-03-14,-23.743979,-46.800568
162281,20015,3,2023-03-14,-23.543423,-46.86799
162307,19981,3,2023-03-14,-23.638212,-46.460793
162308,19961,3,2023-03-14,-23.645449,-46.65987
162328,20019,3,2023-03-14,-23.672546,-46.738525
162541,20008,3,2023-03-14,-23.443205,-46.75169
162680,20017,3,2023-03-14,-23.764042,-46.687813
162781,20492,3,2023-03-14,-23.612017,-46.944023
162786,20519,3,2023-03-14,-23.428774,-46.55598
162801,20529,3,2023-03-14,-23.497173,-46.810223
162806,19985,3,2023-03-14,-23.69851,-46.780334
162811,20452,3,2023-03-14,-23.498001,-46.632385
162853,20475,3,2023-03-14,-23.759985,-46.68479
162861,20700,3,2023-03-14,-23.699718,-46.794216
162873,20461,3,2023-03-14,-23.620853,-46.72876
162959,19888,3,2023-03-14,-23.65797,-46.78475
162983,20344,3,2023-03-14,-23.755287,-46.65891
163030,20724,3,2023-03-14,-23.650879,-46.74845
163075,20512,3,2023-03-14,-23.744781,-46.71231
163077,20282,3,2023-03-14,-23.537905,-46.811214
163110,20487,3,2023-03-14,-23.722528,-46.79745
163191,19920,3,2023-03-14,-23.5898,-46.397343
163223,20535,3,2023-03-14,-23.748034,-46.679264
163229,19957,3,2023-03-14,-23.480972,-46.650223
163246,20321,3,2023-03-14,-23.723434,-46.523033
163646,20477,3,2023-03-14,-23.502758,-46.451344
164057,19917,3,2023-03-14,-23.520185,-46.74934
164085,19883,3,2023-03-14,-24.21475,-46.05467
164209,19873,3,2023-03-14,-23.596867,-46.486507
164268,19958,3,2023-03-13,-23.598948,-46.61294
164271,20016,3,2023-03-13,-23.62937,-46.67496
164313,20492,3,2023-03-13,-23.61199,-46.944626
164343,20801,3,2023-03-13,-23.476927,-46.695335
164429,20498,3,2023-03-13,-23.496765,-46.746574
164474,19918,3,2023-03-13,-23.655708,-46.802578
164678,21014,3,2023-03-13,-23.501347,-46.77513
164796,21016,3,2023-03-13,-23.69038,-46.793873
164829,20011,3,2023-03-13,-23.673502,-46.497753
165056,19930,3,2023-03-13,-23.718548,-46.58003
165073,19998,3,2023-03-13,-23.55411,-46.64869
165074,19977,3,2023-03-13,-23.561106,-46.57889
165101,19970,3,2023-03-13,-23.581022,-46.716805
165167,19979,3,2023-03-13,-23.776766,-46.70037
165187,19997,3,2023-03-13,-23.700441,-46.771904
165198,20014,3,2023-03-13,-23.743889,-46.800148
165771,20012,3,2023-03-13,-23.469526,-46.900406
165831,20473,3,2023-03-13,-23.67122,-46.638054
165835,20519,3,2023-03-13,-23.428743,-46.55602
165929,20465,3,2023-03-13,-23.585379,-46.57074
165939,20482,3,2023-03-13,-23.65691,-46.636986
165942,20704,3,2023-03-13,-23.66912,-46.513943
165949,20461,3,2023-03-13,-23.620968,-46.728683
165964,20450,3,2023-03-13,-23.655727,-46.78146
165969,20454,3,2023-03-13,-23.614285,-46.747646
166081,19911,3,2023-03-13,-23.590414,-46.767063
166101,19954,3,2023-03-13,-23.472544,-46.69361
166158,19952,3,2023-03-13,-23.770758,-46.699867
166285,19912,3,2023-03-13,-23.556955,-46.505787
166305,20702,3,2023-03-13,-23.684858,-46.746143
166327,20521,3,2023-03-13,-23.56087,-46.640453
166329,19869,3,2023-03-13,-23.704891,-46.610855
166332,21012,3,2023-03-13,-23.699919,-46.858105
166374,20535,3,2023-03-13,-23.748049,-46.67924
166387,19973,3,2023-03-13,-23.736153,-46.68891
166390,20321,3,2023-03-13,-23.723503,-46.523014
166485,19926,3,2023-03-13,-23.649628,-46.653133
166563,19999,3,2023-03-13,-23.532957,-46.425114
166644,19955,3,2023-03-13,-23.609121,-46.724216
166964,20009,3,2023-03-13,-23.658619,-46.703182
166972,19917,3,2023-03-13,-23.520235,-46.749348
169837,40064,3,2023-03-17,-23.623833,-46.79361
169839,40039,3,2023-03-17,-23.635225,-46.793068
182466,20994,3,2023-03-17,-23.434233,-46.56158
182469,20801,3,2023-03-17,-23.540693,-46.705494
182672,20477,3,2023-03-17,-23.502762,-46.45148
182958,20457,3,2023-03-17,-23.546158,-46.648632
183260,19930,3,2023-03-17,-23.718447,-46.57989
183275,19998,3,2023-03-17,-23.554071,-46.648727
183276,19977,3,2023-03-17,-23.561262,-46.578766
183304,19960,3,2023-03-17,-23.534931,-46.81437
183392,19997,3,2023-03-17,-23.700483,-46.771954
183403,20020,3,2023-03-17,-23.613577,-46.591354
183406,20014,3,2023-03-17,-23.743534,-46.80047
183407,20015,3,2023-03-17,-23.54363,-46.868244
183433,20016,3,2023-03-17,-23.629225,-46.67513
183467,20019,3,2023-03-17,-23.672483,-46.73855
183685,20007,3,2023-03-17,-23.603558,-46.681736
183687,19963,3,2023-03-17,-23.655994,-46.66393
183690,19980,3,2023-03-17,-23.439426,-46.51676
183708,20008,3,2023-03-17,-23.443201,-46.751823
183918,19986,3,2023-03-17,-23.460125,-46.685726
184132,20700,3,2023-03-17,-23.700043,-46.79382
184141,20509,3,2023-03-17,-23.659546,-46.70013
184154,20468,3,2023-03-17,-23.659466,-46.69553
184157,20461,3,2023-03-17,-23.62082,-46.728634
184172,20454,3,2023-03-17,-23.614323,-46.747665
184280,19911,3,2023-03-17,-23.590368,-46.76714
184352,21004,3,2023-03-17,-23.461344,-46.685238
184375,19952,3,2023-03-17,-23.77071,-46.699863
184416,19900,3,2023-03-17,-23.66975,-46.636482
184418,20733,3,2023-03-17,-23.625479,-46.748104
184516,20702,3,2023-03-17,-23.684832,-46.74617
184544,19878,3,2023-03-17,-23.480297,-46.62097
184549,19869,3,2023-03-17,-23.704887,-46.610916
184550,20462,3,2023-03-17,-23.626024,-46.807083
184594,20535,3,2023-03-17,-23.748142,-46.679367
184608,20321,3,2023-03-17,-23.723421,-46.523075
184610,19945,3,2023-03-17,-23.451807,-46.578968
184800,19918,3,2023-03-17,-23.65568,-46.802563
184958,20518,3,2023-03-17,-23.63376,-46.669807
185031,21014,3,2023-03-17,-23.501156,-46.774845
185167,19917,3,2023-03-17,-23.520227,-46.7493
185179,19925,3,2023-03-17,-23.572704,-46.798748
185183,19921,3,2023-03-17,-23.601053,-46.577187
185185,19932,3,2023-03-17,-23.59543,-46.726597
185194,19883,3,2023-03-17,-23.630302,-46.464737
185221,19936,3,2023-03-17,-23.561104,-46.58937
185308,20492,3,2023-03-17,-23.61198,-46.94406
185322,20282,3,2023-03-17,-23.463488,-46.87818
186082,39564,3,2023-03-16,-23.351097,-46.760944
186547,20017,3,2023-03-16,-23.764027,-46.68791
186561,20526,3,2023-03-16,-23.658422,-46.557228
186578,20344,3,2023-03-16,-23.755253,-46.659256
186593,21006,3,2023-03-16,-23.569838,-46.763557
186723,20477,3,2023-03-16,-23.502607,-46.45108
186898,19917,3,2023-03-16,-23.520178,-46.7493
186923,20457,3,2023-03-16,-23.546167,-46.6491
186951,20018,3,2023-03-16,-23.54324,-46.699512
186965,21030,3,2023-03-16,-23.682777,-46.639736
186981,19884,3,2023-03-16,-23.683842,-46.501953
187212,19998,3,2023-03-16,-23.55413,-46.648655
187243,19960,3,2023-03-16,-23.484552,-46.73421
187248,19987,3,2023-03-16,-23.67356,-46.478714
187312,19958,3,2023-03-16,-23.601965,-46.67644
187338,19991,3,2023-03-16,-23.729137,-46.786907
187340,20020,3,2023-03-16,-23.613531,-46.591194
187341,19962,3,2023-03-16,-23.66012,-46.65922
187344,20014,3,2023-03-16,-23.743753,-46.80053
187354,20000,3,2023-03-16,-23.486416,-46.413513
187370,19978,3,2023-03-16,-23.531652,-46.765087
187377,19981,3,2023-03-16,-23.750444,-46.78682
187379,20025,3,2023-03-16,-23.710268,-46.64063
187401,20019,3,2023-03-16,-23.672434,-46.73845
187606,19993,3,2023-03-16,-23.574438,-46.733574
187607,20007,3,2023-03-16,-23.603422,-46.681656
187610,19980,3,2023-03-16,-23.439215,-46.51688
188093,20799,3,2023-03-16,-23.57457,-46.732265
188107,20509,3,2023-03-16,-23.659475,-46.700176
188111,20463,3,2023-03-16,-23.675064,-46.64981
188121,20468,3,2023-03-16,-23.659678,-46.69518
188122,20470,3,2023-03-16,-23.57598,-46.74132
188124,20461,3,2023-03-16,-23.594093,-46.740494
188145,19866,3,2023-03-16,-23.501822,-46.645195
188291,20696,3,2023-03-16,-23.738146,-46.77525
188367,20800,3,2023-03-16,-23.476467,-46.760326
188379,20515,3,2023-03-16,-23.57215,-46.803562
188444,20512,3,2023-03-16,-23.605593,-46.909267
188494,19950,3,2023-03-16,-23.516964,-46.42836
188570,19878,3,2023-03-16,-23.480295,-46.62089
188578,20507,3,2023-03-16,-23.649824,-46.74305
188579,20462,3,2023-03-16,-23.626017,-46.807087
188630,20508,3,2023-03-16,-23.454512,-46.64844
188631,20321,3,2023-03-16,-23.723429,-46.523056
188774,19999,3,2023-03-16,-23.532377,-46.424164
188858,19955,3,2023-03-16,-23.608992,-46.724113
189019,19883,3,2023-03-16,-23.63035,-46.46477
189098,19873,3,2023-03-16,-23.597054,-46.486237
189143,19988,3,2023-03-16,-23.652555,-46.819675
192099,20017,4,2023-03-15,-23.76396,-46.687763
192108,19996,4,2023-03-15,-23.61459,-46.70209
192109,19880,4,2023-03-15,-23.654686,-46.666798
192119,20733,4,2023-03-15,-23.61897,-46.758396
192504,19925,4,2023-03-15,-23.572765,-46.798817
192847,19960,4,2023-03-15,-23.423313,-46.71374
192920,19997,4,2023-03-15,-23.700449,-46.77197
192931,19962,4,2023-03-15,-23.660099,-46.659225
192936,20015,4,2023-03-15,-23.543486,-46.867596
192994,20019,4,2023-03-15,-23.672459,-46.738365
193201,19993,4,2023-03-15,-23.574455,-46.733562
